2.9,0.24
2.9,0.24
2.9,0.22
2.92,0.24
2.9,0.24
2.92,0.22
2.94,0.26
2.92,0.24
2.94,0.22
2.96,0.22
2.96,0.22
2.96,0.22
2.96,0.24
2.98,0.22
2.98,0.22
3.0,0.22
3.0,0.22
3.04,0.24
3.02,0.24
3.04,0.24
3.02,0.24
3.04,0.24
3.06,0.24
3.06,0.24
3.06,0.26
3.08,0.28
3.06,0.26
3.08,0.26
3.08,0.26
3.1,0.26
3.1,0.28
3.12,0.3
3.1,0.28
3.12,0.32
3.12,0.28
3.14,0.3
3.16,0.32
3.16,0.32
3.16,0.32
3.18,0.32
3.18,0.34
3.2,0.34
3.2,0.36
3.2,0.34
3.2,0.34
3.24,0.36
3.22,0.36
3.24,0.34
3.22,0.34
3.24,0.34
3.28,0.34
3.24,0.34
3.28,0.36
3.3,0.34
3.3,0.36
3.3,0.34
3.3,0.34
3.3,0.36
3.34,0.36
3.34,0.36
3.32,0.36
3.32,0.36
3.32,0.36
3.34,0.38
3.36,0.34
3.36,0.36
3.38,0.38
3.38,0.36
3.38,0.34
3.4,0.36
3.4,0.34
3.4,0.36
3.42,0.36
3.42,0.34
3.44,0.36
3.42,0.36
3.46,0.36
3.46,0.36
3.46,0.36
3.48,0.36
3.48,0.36
3.48,0.4
3.5,0.38
3.5,0.38
3.52,0.36
3.54,0.38
3.54,0.4
3.54,0.4
3.56,0.4
3.56,0.4
3.56,0.4
3.56,0.42
3.56,0.42
3.6,0.44
3.6,0.44
3.6,0.44
3.6,0.48
3.62,0.44
3.62,0.48
3.62,0.48
3.64,0.48
3.66,0.48
3.66,0.5
3.66,0.52
3.66,0.52
3.66,0.52
3.68,0.5
3.72,0.54
3.7,0.54
3.7,0.56
3.72,0.56
3.72,0.54
3.76,0.54
3.72,0.56
3.76,0.54
3.76,0.54
3.76,0.58
3.78,0.56
3.78,0.54
3.78,0.56
3.8,0.58
3.8,0.6
3.82,0.56
3.82,0.56
3.82,0.56
3.82,0.56
3.84,0.58
3.84,0.56
3.84,0.56
3.84,0.56
3.86,0.56
3.88,0.56
3.88,0.58
3.9,0.54
3.9,0.56
3.92,0.56
3.92,0.56
3.92,0.56
3.94,0.56
3.92,0.54
3.94,0.56
3.96,0.56
3.96,0.56
3.98,0.58
3.98,0.58
3.98,0.58
4.0,0.58
4.0,0.6
4.02,0.6
4.02,0.6
4.04,0.62
4.04,0.62
4.06,0.64
4.04,0.64
4.06,0.64
4.06,0.64
4.06,0.68
4.08,0.66
4.1,0.72
4.1,0.7
4.1,0.7
4.1,0.72
4.1,0.72
4.14,0.74
4.12,0.72
4.16,0.78
4.14,0.78
4.16,0.76
4.16,0.78
4.18,0.78
4.18,0.8
4.2,0.82
4.22,0.8
4.18,0.8
4.2,0.8
4.22,0.82
4.22,0.82
4.24,0.8
4.24,0.82
4.24,0.84
4.24,0.82
4.26,0.8
4.28,0.82
4.28,0.8
4.26,0.8
4.3,0.82
4.32,0.8
4.3,0.8
4.3,0.8
4.32,0.82
4.32,0.8
4.34,0.8
4.34,0.8
4.36,0.78
4.36,0.78
4.38,0.78
4.36,0.8
4.38,0.78
4.38,0.78
4.42,0.76
4.4,0.78
4.42,0.78
4.44,0.8
4.44,0.78
4.44,0.8
4.44,0.78
4.44,0.8
4.46,0.8
4.48,0.8
4.46,0.82
4.48,0.84
4.48,0.84
4.5,0.86
4.52,0.86
4.52,0.88
4.52,0.86
4.54,0.9
4.52,0.9
4.52,0.92
4.54,0.96
4.56,0.96
4.56,0.96
4.56,1.0
4.58,0.96
4.6,1.02
4.62,1.02
4.6,1.04
4.62,1.06
4.62,1.06
4.62,1.06
4.64,1.06
4.64,1.08
4.64,1.08
4.66,1.12
4.66,1.12
4.68,1.12
4.68,1.1
4.7,1.12
4.7,1.12
4.7,1.12
4.7,1.12
4.72,1.1
4.72,1.12
4.72,1.12
4.76,1.1
4.76,1.1
4.76,1.1
4.78,1.1
4.78,1.08
4.76,1.06
4.8,1.02
4.82,1.04
4.8,1.02
4.82,1.02
4.82,1.02
4.82,1.02
4.82,1.0
4.84,1.02
4.84,1.02
4.84,1.0
4.88,1.0
4.86,1.0
4.9,0.98
4.88,0.98
4.88,0.98
4.9,0.98
4.9,1.0
4.92,1.0
4.92,0.98
4.92,0.98
4.94,1.0
4.92,1.0
4.96,1.02
4.96,1.02
4.98,1.04
5.0,1.04
4.98,1.06
5.0,1.1
5.0,1.12
5.02,1.12
5.04,1.14
5.02,1.16
5.04,1.18
5.04,1.18
5.06,1.2
5.06,1.24
5.06,1.24
5.08,1.28
5.1,1.28
5.1,1.3
5.1,1.32
5.1,1.32
5.12,1.34
5.12,1.34
5.12,1.36
5.14,1.38
5.12,1.38
5.16,1.4
5.16,1.4
5.16,1.38
5.18,1.4
5.2,1.4
5.2,1.4
5.2,1.4
5.22,1.4
5.22,1.4
5.24,1.38
5.22,1.38
5.22,1.38
5.24,1.38
5.24,1.36
5.26,1.34
5.28,1.32
5.28,1.32
5.28,1.3
5.3,1.32
5.3,1.28
5.3,1.26
5.32,1.26
5.32,1.24
5.34,1.24
5.32,1.24
5.34,1.2
5.34,1.2
5.36,1.2
5.38,1.2
5.38,1.2
5.38,1.18
5.4,1.16
5.44,1.18
5.42,1.2
5.44,1.18
5.42,1.18
5.44,1.18
5.44,1.2
5.44,1.2
5.44,1.22
5.48,1.24
5.48,1.26
5.48,1.26
5.48,1.28
5.5,1.3
5.5,1.32
5.52,1.34
5.52,1.38
5.52,1.4
5.54,1.42
5.54,1.44
5.56,1.46
5.56,1.5
5.56,1.5
5.58,1.5
5.58,1.56
5.58,1.56
5.6,1.58
5.6,1.58
5.6,1.62
5.62,1.64
5.64,1.64
5.62,1.66
5.64,1.68
5.64,1.7
5.64,1.68
5.64,1.7
5.66,1.7
5.68,1.68
5.68,1.68
5.68,1.68
5.7,1.68
5.7,1.68
5.72,1.68
5.72,1.68
5.74,1.66
5.74,1.62
5.74,1.62
5.76,1.6
5.76,1.6
5.76,1.58
5.76,1.56
5.8,1.52
5.82,1.52
5.8,1.52
5.8,1.5
5.82,1.48
5.82,1.44
5.82,1.46
5.84,1.44
5.84,1.44
5.84,1.44
5.86,1.4
5.86,1.4
5.88,1.4
5.88,1.38
5.9,1.38
5.9,1.36
5.92,1.38
5.94,1.38
5.92,1.38
5.94,1.38
5.92,1.4
5.94,1.42
5.94,1.42
5.98,1.42
5.96,1.44
5.98,1.48
6.0,1.5
6.0,1.56
6.0,1.6
6.02,1.58
6.0,1.62
6.04,1.64
6.06,1.68
6.04,1.68
6.06,1.74
6.06,1.76
6.06,1.8
6.06,1.8
6.08,1.8
6.08,1.84
6.1,1.88
6.1,1.9
6.1,1.92
6.14,1.96
6.14,1.96
6.12,1.98
6.12,1.98
6.14,2.0
6.16,2.0
6.14,2.02
6.16,2.02
6.18,2.02
6.18,2.0
6.18,2.0
6.18,2.0
6.24,1.98
6.22,1.98
6.22,1.98
6.24,1.98
6.24,1.96
6.24,1.94
6.26,1.92
6.26,1.9
6.26,1.9
6.28,1.88
6.28,1.84
6.28,1.8
6.3,1.82
6.3,1.8
6.3,1.78
6.32,1.76
6.32,1.72
6.32,1.74
6.34,1.68
6.34,1.7
6.34,1.68
6.38,1.68
6.38,1.64
6.38,1.64
6.4,1.66
6.4,1.64
6.38,1.66
6.4,1.66
6.42,1.68
6.4,1.66
6.42,1.68
6.44,1.7
6.44,1.7
6.46,1.7
6.46,1.74
6.48,1.76
6.48,1.78
6.48,1.8
6.5,1.84
6.5,1.88
6.5,1.92
6.52,1.96
6.52,1.96
6.52,2.04
6.52,2.04
6.54,2.08
6.56,2.16
6.56,2.18
6.58,2.22
6.58,2.24
6.58,2.26
6.58,2.28
6.6,2.3
6.62,2.34
6.62,2.34
6.64,2.38
6.66,2.42
6.62,2.42
6.64,2.42
6.64,2.46
6.68,2.44
6.66,2.48
6.68,2.48
6.7,2.46
6.68,2.46
6.7,2.46
6.7,2.46
6.74,2.44
6.72,2.44
6.74,2.4
6.72,2.38
6.76,2.36
6.76,2.34
6.76,2.32
6.76,2.3
6.78,2.26
6.8,2.24
6.78,2.2
6.82,2.2
6.8,2.2
6.82,2.16
6.8,2.14
6.84,2.12
6.84,2.08
6.86,2.08
6.86,2.06
6.88,2.04
6.88,2.04
6.88,2.02
6.9,2.02
6.9,2.0
6.9,2.02
6.92,2.02
6.9,2.04
6.94,2.02
6.94,2.04
6.94,2.06
6.94,2.06
6.94,2.08
6.96,2.1
6.96,2.16
6.98,2.2
6.98,2.2
6.98,2.24
7.0,2.26
7.0,2.32
7.0,2.34
7.04,2.4
7.02,2.4
7.04,2.48
7.04,2.52
7.08,2.54
7.08,2.62
7.08,2.64
7.08,2.68
7.1,2.7
7.1,2.76
7.1,2.78
7.12,2.82
7.12,2.86
7.1,2.88
7.14,2.92
7.14,2.92
7.14,2.96
7.14,2.96
7.16,2.98
7.16,2.98
7.18,2.98
7.18,3.0
7.2,3.0
7.2,2.98
7.2,2.98
7.2,2.96
7.2,2.96
7.22,2.92
7.24,2.9
7.26,2.92
7.26,2.88
7.26,2.86
7.26,2.86
7.28,2.8
7.3,2.78
7.3,2.76
7.3,2.72
7.3,2.7
7.3,2.68
7.32,2.64
7.34,2.62
7.36,2.6
7.36,2.58
7.36,2.56
7.34,2.54
7.38,2.5
7.38,2.52
7.38,2.48
7.38,2.48
7.4,2.48
7.4,2.46
7.4,2.48
7.4,2.5
7.44,2.48
7.44,2.48
7.46,2.48
7.46,2.52
7.48,2.54
7.48,2.58
7.46,2.58
7.5,2.6
7.48,2.64
7.48,2.72
7.52,2.74
7.52,2.8
7.52,2.82
7.52,2.84
7.54,2.9
7.54,2.94
7.54,2.98
7.56,3.06
7.58,3.08
7.58,3.12
7.58,3.16
7.6,3.22
7.58,3.26
7.6,3.3
7.62,3.34
7.62,3.4
7.62,3.44
7.64,3.46
7.64,3.5
7.66,3.54
7.68,3.56
7.68,3.56
7.66,3.6
7.7,3.6
7.7,3.6
7.7,3.6
7.72,3.6
7.72,3.6
7.72,3.6
7.72,3.58
7.74,3.58
